row_id,timing_row_id,original_full_test_row_id,source_row_index,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16
277,277,48896,325701,295168,256,230681600,0,256,2304,0,0,0,0,0,0,0,0,0,0,1
278,278,24355,163305,615168,0,103193600,1479,0,1536,256,0,0,256,2304,23040,0,0,0,256,38
279,279,13810,92524,653568,256,129305600,0,256,1536,0,1536,1536,0,0,0,0,0,0,0,2
280,280,28649,191752,320768,256,52761600,0,256,2560,0,1536,256,0,0,0,187136,0,0,0,519
281,281,45041,299591,141568,256,77325824,0,5632,7168,0,0,0,0,0,0,0,3328,51695,0,74
282,282,19476,130805,871168,256,205593600,0,256,6400,0,0,0,0,0,0,0,256,21141,0,9
283,283,32752,218690,154368,0,28686592,13499,0,768,256,0,0,256,9216,8960,0,0,0,256,17
284,284,8757,58227,231168,256,30220544,0,256,1792,0,1536,1536,0,0,0,0,0,0,0,2
285,285,33368,222777,883968,256,154137600,0,256,6400,0,0,0,0,0,0,0,0,0,0,1
286,286,3406,23011,282368,256,77317120,0,1024,7168,0,0,0,0,0,0,0,3328,33607,0,628
287,287,17818,119521,231168,256,51993600,0,256,2304,0,0,0,0,0,0,0,0,0,0,102
288,288,44968,299099,39168,0,26386688,7994,0,6912,256,0,0,256,17664,4608,0,0,0,256,285
289,289,16698,111884,167168,0,28940544,7686,0,768,256,0,0,256,6912,8448,0,0,0,512,15
290,290,29862,199556,77568,256,27141120,0,256,1280,0,3584,256,0,0,0,272384,0,0,0,585
291,291,45452,302173,218368,256,153869824,0,4864,7168,0,0,0,0,0,0,0,3328,51695,0,74
292,292,22748,152736,755968,256,154649600,0,256,6656,0,0,0,0,0,0,0,1024,31945,0,19
293,293,9067,60271,615168,0,103961600,16538,0,1280,256,0,0,256,256,20480,0,0,0,512,38
294,294,15003,100373,256768,256,30720512,0,256,1280,0,3072,3072,0,0,0,261120,21760,27484,0,627
295,295,39681,264755,154368,256,28686336,0,256,1792,0,4608,256,0,0,0,285696,0,0,0,2
296,296,44049,292995,205568,256,77582848,0,3840,7168,0,0,0,0,0,0,0,3328,37240,0,481
297,297,22709,152436,679168,256,130073600,0,256,6400,0,0,0,0,0,0,0,256,31945,0,11
298,298,49560,329947,115968,0,27929600,4424,0,1536,256,0,0,0,2048,0,0,0,0,512,32
299,299,46227,307584,768768,256,129540608,0,256,1536,0,1536,1536,0,0,0,0,0,0,0,2
300,300,25505,171076,64768,256,26881280,0,256,512,0,2560,256,0,0,0,237312,0,0,0,13
301,301,3706,24991,90368,256,27411968,0,3840,6912,0,0,0,256,0,0,0,3328,42799,0,669
302,302,41046,273583,346368,256,53529600,0,256,1536,0,512,256,0,0,0,105472,24576,23536,0,520
303,303,48732,324571,243968,0,30485760,1239,0,2048,256,0,0,256,2048,11520,0,0,0,512,20
304,304,41534,276802,154368,256,28688640,0,256,1792,0,3584,3584,0,0,0,0,0,0,0,2
305,305,28221,188871,256768,256,51712768,0,256,1792,0,1024,256,0,0,0,131840,0,0,0,2
306,306,35882,239340,320768,256,78104320,0,3328,7168,0,0,0,0,0,0,0,3328,25537,0,680
307,307,19920,134171,627968,256,154393600,0,256,5632,0,0,0,0,0,0,0,0,0,0,2
308,308,39805,265598,269568,0,51728640,8652,0,1024,256,0,0,256,1536,24576,0,0,0,256,42
309,309,41367,275740,26368,256,26112768,0,256,1280,0,6144,6144,0,0,0,0,0,0,0,2
310,310,25566,171482,128768,256,28161280,0,256,2048,0,3072,256,0,0,0,258816,0,0,0,101
311,311,3041,20399,269568,256,77067520,0,3072,7168,0,0,0,0,0,0,0,3328,24111,0,272
312,312,20211,136078,167168,256,28939264,0,256,1792,0,8192,256,0,0,0,319488,4352,32085,0,574
313,313,50151,334019,13568,0,25867776,9057,0,2048,256,0,0,256,5632,6912,0,0,0,1792,12
314,314,35349,235732,13568,256,25879808,0,256,0,0,3328,3328,0,0,0,0,0,0,0,1
315,315,51867,345147,602368,256,179737600,0,256,6400,0,0,0,0,0,0,0,0,0,0,1
316,316,44042,292983,205568,256,77572608,0,4096,7168,0,0,0,0,0,0,0,3328,21382,0,480
317,317,21626,145200,512768,256,103427584,0,256,5888,0,0,0,0,0,0,0,256,20594,0,5
318,318,2783,18662,77568,0,27149312,6061,0,3328,256,0,0,256,4608,14592,0,0,0,3072,25
319,319,12912,86162,410368,256,54550272,0,256,2304,0,1024,1024,0,0,0,0,0,0,0,2
320,320,50948,339256,755968,256,205314304,0,256,6656,0,0,0,0,0,0,0,0,0,0,1
321,321,3810,25714,282368,256,77318912,0,1024,7168,0,0,0,0,0,0,0,3328,26200,0,806
322,322,24490,164149,896768,256,154904576,0,256,6912,0,0,0,0,0,0,0,768,23178,0,18
323,323,36914,246039,167168,0,28939008,10263,0,1280,256,0,0,256,256,15872,0,0,0,512,28
324,324,15419,103363,77568,256,27143424,0,256,1280,0,5376,5376,0,0,0,14080,14080,38481,0,488
325,325,39969,266637,423168,256,77319936,0,256,1024,0,0,0,0,0,0,0,0,0,0,2
326,326,3750,25277,167168,256,51981568,0,4864,6912,0,0,0,256,0,0,0,3328,39787,0,847
327,327,24432,163731,730368,256,128537600,0,256,3840,0,2048,256,0,0,0,200192,12544,37586,0,569
328,328,27959,187066,13568,0,25874688,5384,0,1792,256,0,0,256,768,16640,0,0,0,1536,27
329,329,14251,95409,295168,256,51989248,0,256,256,0,7680,7680,0,0,0,0,0,0,0,2
330,330,30381,203168,832768,256,180487424,0,256,6656,0,0,0,256,0,0,0,0,0,0,1
331,331,44018,292836,141568,256,52231936,0,5888,5120,0,0,0,0,0,0,0,3328,45160,0,257
332,332,21135,141836,768768,256,206361600,0,256,6400,0,0,0,0,0,0,0,512,23702,0,10
333,333,6995,46465,26368,0,26127616,10008,0,1792,256,0,0,256,256,12544,0,0,0,1536,22
334,334,14805,99019,77568,256,27148288,0,256,768,0,10752,10752,0,0,0,322560,7680,35110,0,590
335,335,35316,235548,896768,256,154649600,0,256,6400,0,256,256,0,0,0,61696,0,0,0,101
336,336,44666,297194,179968,256,77321984,0,3328,7168,0,0,0,256,0,0,0,3328,24362,0,264
337,337,24394,163491,653568,256,103959296,0,256,1792,0,0,0,0,0,0,0,512,34255,0,43
338,338,48041,319946,90368,0,27404544,6786,0,1280,256,0,0,256,512,52736,0,0,0,256,589
339,339,38123,254146,397568,256,54281216,0,256,768,0,3584,3584,0,0,0,0,0,0,0,2
340,340,34483,229996,755968,256,128263168,0,256,1024,0,2048,256,0,0,0,227328,0,0,0,2
341,341,35862,239182,282368,256,77331968,0,3840,7168,0,0,0,0,0,0,0,3328,42799,0,559
342,342,19982,134598,819968,256,206361600,0,256,6656,0,0,0,0,0,0,0,512,23318,0,32
343,343,37951,252912,231168,0,30230272,7041,0,1280,256,0,0,256,2816,9216,0,0,0,768,554
344,344,10493,69866,487168,256,78105600,0,256,1280,0,3072,3072,0,0,0,0,0,0,0,2
345,345,28198,188715,231168,256,30208768,0,256,0,0,0,0,0,0,0,0,0,0,0,560
346,346,52200,347125,167168,256,28952576,0,2048,4864,0,5376,256,0,0,0,288512,14080,31154,0,627
347,347,19469,130752,845568,256,205081600,0,256,6400,0,0,0,0,0,0,0,0,0,0,3
348,348,28007,187355,51968,0,26624256,12285,0,1280,256,0,0,256,768,6912,0,0,0,1024,13
349,349,46161,307139,615168,256,79894784,0,256,1536,0,2304,2304,0,0,0,0,0,0,0,2
350,350,29248,195908,26368,256,26135040,0,256,2560,0,1792,256,0,0,0,214784,0,0,0,2
351,351,44068,293110,256768,256,102667520,0,5888,7168,0,0,0,0,0,0,0,3328,24111,0,165
352,352,21069,141433,602368,256,154891520,0,256,6656,0,0,0,0,0,0,0,256,30467,0,10
353,353,17653,118290,51968,0,26646528,3652,0,1280,256,0,0,256,1792,19456,0,0,0,1280,33
354,354,13142,87787,704768,256,104459520,0,256,1024,0,1280,1280,0,0,0,0,0,0,0,284
355,355,33126,221043,474368,256,55557120,0,256,2304,0,1024,256,0,0,0,163840,0,0,0,2
356,356,3046,20425,269568,256,77079040,0,1280,7168,0,0,0,0,0,0,0,3328,23095,0,271
357,357,25185,168686,883968,256,205828096,0,256,6656,0,0,0,0,0,0,0,512,31865,0,8
358,358,30006,200612,205568,0,29702912,5110,0,1280,256,0,0,256,2560,24576,0,0,0,512,41
359,359,38019,253401,295168,256,52233216,0,256,1536,0,2304,2304,0,0,0,26368,26368,31933,0,595
360,360,50884,338822,563968,256,129296384,0,256,6144,0,0,0,0,0,0,0,0,0,0,1
361,361,4340,28921,77568,256,27153664,0,6400,7168,0,0,0,256,0,0,136448,3328,24048,0,489
362,362,48916,325777,397568,256,333064704,0,256,2304,0,0,0,0,0,0,0,512,42358,0,3
363,363,1009,6865,77568,0,27154688,6759,0,6912,256,0,0,256,18944,0,0,0,0,256,428
364,364,42261,281535,410368,256,77063424,0,256,1792,0,1792,1792,0,0,0,0,0,0,0,161
365,365,31016,207632,666368,256,103427328,0,256,1536,0,0,0,0,0,0,0,0,0,0,1
366,366,45139,300206,13568,256,25858304,0,6144,0,0,22784,256,0,0,0,341760,3840,40784,0,585
367,367,24307,162904,538368,256,79110912,0,256,1024,0,4608,256,0,0,0,285696,6912,31601,0,586
368,368,36892,245931,154368,0,28679168,12981,0,768,256,0,0,256,256,7424,0,0,0,256,14
369,369,47002,312852,896768,256,205060608,0,256,2816,0,256,256,0,0,0,60928,60928,21382,0,349
370,370,50888,338837,576768,256,129561600,0,256,6656,0,0,0,0,0,0,0,0,0,0,1
371,371,4584,30303,192768,256,153856256,0,7424,7168,0,0,0,0,0,0,0,3328,46416,0,64
372,372,19984,134609,819968,256,206361600,0,256,6656,0,0,0,0,0,0,0,512,29441,0,32
373,373,30363,202999,691968,0,129543424,5970,0,3584,256,0,0,256,512,52736,0,0,0,1536,87
374,374,9372,62442,141568,256,28420608,0,256,1792,0,2560,2560,0,0,0,0,0,0,0,2
375,375,29571,198017,487168,256,128793600,0,256,6656,0,0,0,0,0,0,0,0,0,0,1
376,376,45238,300757,141568,256,102934528,0,4096,7168,0,0,0,0,0,0,0,3328,22650,0,57
377,377,21697,145753,743168,256,180241152,0,256,6656,0,0,0,0,0,0,0,0,0,0,7
378,378,56138,373350,90368,0,27402496,2573,0,1280,256,0,0,256,3328,15360,0,0,0,256,26
379,379,38173,254434,448768,256,77337600,0,256,1536,0,1280,1280,0,0,0,36864,36864,21141,0,644
380,380,25876,173499,154368,256,28682496,0,256,1024,0,7680,256,0,0,0,314880,0,0,0,2
381,381,4142,27766,167168,256,102925824,0,10752,7168,0,0,0,0,0,0,0,3328,51695,0,74
382,382,22633,151963,487168,256,103193600,0,256,4352,0,0,0,0,0,0,0,256,30440,0,2
383,383,39793,265489,243968,0,30483200,2393,0,1280,256,0,0,256,768,20480,0,0,0,1280,35
384,384,14534,97245,563968,256,78592256,0,256,1024,0,2816,2816,0,0,0,23040,23040,34882,0,581
385,385,34464,229841,717568,256,104452608,0,256,1280,0,3328,256,0,0,0,266240,0,0,0,2
386,386,43823,291487,167168,256,128269824,0,24576,7168,0,0,0,0,0,0,0,3328,51695,0,76
387,387,17855,119789,551168,256,384281600,0,256,2304,0,0,0,0,0,0,0,0,0,0,3
388,388,23487,157594,576768,0,78862080,11242,0,1792,256,0,0,256,2304,19456,0,0,0,1792,34
389,389,42303,281891,512768,256,103168768,0,256,1280,0,256,256,0,0,0,61696,61696,43005,0,675
390,390,35252,235138,755968,256,128793600,0,256,4352,0,768,256,0,0,0,139008,0,0,0,415
391,391,44024,292864,154368,256,52485120,0,2560,7168,0,0,0,256,0,0,91648,3328,33607,0,666
392,392,49816,331814,896768,256,307481600,0,256,6400,0,0,0,0,0,0,0,512,35117,0,11
393,393,35989,240000,499968,0,104729600,0,0,0,0,0,0,0,0,3328,153088,3328,14063,0,270
394,394,9195,61168,845568,256,154649600,0,256,768,0,7680,7680,0,0,0,0,0,0,0,2
395,395,31083,208035,807168,256,154115328,0,256,3584,0,0,0,0,0,0,0,0,0,0,1
396,396,35883,239348,333568,256,78338816,0,3072,7168,0,0,0,0,0,0,0,3328,28791,0,283
397,397,49769,331442,743168,256,256281600,0,256,6400,0,0,0,0,0,0,0,0,0,0,2
398,398,5699,37836,77568,0,27161088,4464,0,1024,256,0,0,256,7424,10752,0,0,0,256,19
399,399,8289,55139,115968,256,27917824,0,256,1280,0,6144,6144,0,0,0,0,0,0,0,2
400,400,30079,201052,269568,256,51717888,0,256,1280,0,2304,256,0,0,0,237312,0,0,0,2
401,401,1654,11063,205568,256,153856256,0,4864,7168,0,0,0,0,0,0,0,3328,46416,0,64
402,402,19371,130092,563968,256,103193600,0,256,3072,0,768,256,0,0,0,139008,23040,37652,0,466
403,403,11604,77401,26368,0,26133504,1800,0,1024,256,0,0,256,768,28416,0,0,0,768,47
404,404,47521,316477,538368,256,102937600,0,256,2304,0,256,256,0,0,0,61696,61696,20458,0,731
405,405,26752,179463,205568,256,77081600,0,256,2048,0,256,256,0,0,0,61696,0,0,0,8
406,406,3760,25362,192768,256,52485632,0,4352,7168,0,0,0,256,0,0,0,3328,20202,0,282
407,407,49709,330977,538368,256,179993600,0,256,6400,0,0,0,0,0,0,0,0,0,0,4
408,408,31613,211434,154368,0,28675840,9177,0,1536,256,0,0,256,6400,6400,0,0,0,768,12
409,409,14042,94026,128768,256,28160000,0,256,1536,0,2304,2304,0,0,0,26368,26368,33302,0,523
410,410,26758,179491,243968,256,102930688,0,256,2304,0,0,0,0,0,0,0,0,0,0,1
411,411,45248,300816,218368,256,179730688,0,2560,4608,0,0,0,0,0,0,0,3328,34826,0,56
412,412,21681,145653,704768,256,179463680,0,256,6400,0,0,0,0,0,0,0,256,22025,0,2
413,413,40438,269860,13568,0,25863168,5803,0,1536,256,0,0,256,3584,17408,0,0,0,1024,28
414,414,46977,312709,832768,256,179723520,0,256,2560,0,256,256,0,0,0,61184,61184,24111,0,853
415,415,40073,267245,717568,256,179481600,0,256,6656,0,0,0,0,0,0,0,0,0,0,1
416,416,35888,239384,333568,256,78356736,0,2560,7168,0,0,0,0,0,0,0,3328,40741,0,281
417,417,41100,273873,423168,256,78105600,0,256,3072,0,1792,256,0,0,0,206080,12288,23314,0,459
418,418,18753,125937,141568,0,28428800,6236,0,1280,256,0,0,256,4864,15360,0,0,0,1280,26
419,419,16050,107454,909568,0,230937600,0,0,0,0,0,0,0,0,3328,93184,3328,34814,0,163
420,420,31081,208028,781568,256,129560576,0,256,3840,0,0,0,0,0,0,0,0,0,0,374
421,421,1451,9695,154368,256,77325824,0,2304,7168,0,0,0,0,0,0,0,3328,51695,0,74
422,422,22765,152865,794368,256,155417600,0,256,6400,0,0,0,0,0,0,0,768,31002,0,16
423,423,22635,151983,487168,0,103193600,3884,0,4608,256,0,0,256,256,30720,0,0,0,256,51
424,424,10236,68275,243968,256,30485248,0,256,1536,0,3840,3840,0,0,0,0,0,0,0,2
425,425,50839,338566,435968,256,102658304,0,256,2816,0,256,256,0,0,0,61696,0,0,0,2
426,426,45453,302176,218368,256,153874688,0,4352,7168,0,0,0,0,0,0,0,3328,34826,0,56
427,427,20830,140005,167168,256,28952064,0,256,1536,0,1024,256,0,0,0,163840,19456,23702,0,511
428,428,21552,144768,371968,0,53779712,5638,0,1792,256,0,0,256,256,52736,0,0,0,1280,87
429,429,13080,87351,589568,256,79129600,0,256,1280,0,2560,2560,0,0,0,0,0,0,0,246
430,430,51773,344552,333568,256,78105600,0,256,4096,0,256,256,0,0,0,61696,0,0,0,2
431,431,3759,25357,192768,256,52482816,0,3584,3584,0,256,256,0,0,0,60928,60928,28791,0,399
432,432,21068,141425,602368,256,154905600,0,256,6656,0,0,0,0,0,0,0,0,0,0,9
433,433,41916,279284,90368,0,27402240,7548,0,768,256,0,0,256,256,9216,0,0,0,256,16
434,434,47736,317853,64768,0,26890752,6902,0,512,256,0,0,256,13056,6144,0,0,0,256,11
435,435,40061,267158,666368,256,154372096,0,256,6144,0,0,0,0,0,0,0,0,0,0,1
436,436,1452,9702,167168,256,102658304,0,4608,2560,0,0,0,0,0,0,0,3328,40784,0,55
437,437,19886,133874,512768,256,103961600,0,256,2560,0,768,256,0,0,0,139008,22272,21809,0,391
438,438,17578,117811,243968,256,30483200,0,256,768,0,5376,256,0,0,0,295680,14080,36699,0,625
439,439,10065,67148,103168,256,27662336,0,256,1024,0,7936,7936,0,0,0,0,0,0,0,2
440,440,29730,198714,781568,256,230937600,0,256,6656,0,0,0,0,0,0,0,0,0,0,1
441,441,4564,30158,77568,256,27140096,0,12544,7168,0,0,0,256,0,0,92672,3328,14063,0,298
442,442,19975,134551,794368,256,205849600,0,256,5632,0,0,0,0,0,0,0,0,0,0,7
443,443,12461,83189,26368,0,26123008,4365,0,1280,256,0,0,256,256,9984,0,0,0,256,18
444,444,45989,305945,423168,256,54809088,0,256,1536,0,1536,1536,0,0,0,0,0,0,0,189
445,445,26762,179512,269568,256,128534528,0,256,2048,0,0,0,0,0,0,0,0,0,0,1
446,446,3401,22992,269568,256,77076224,0,2560,7168,0,0,0,0,0,0,0,3328,31302,0,692
447,447,41220,274754,691968,256,129561600,0,256,5888,0,0,0,0,0,0,0,0,0,0,13
448,448,54244,360915,141568,0,28441600,5071,0,1792,256,0,0,256,256,11776,0,0,0,1280,180
449,449,8443,56086,243968,256,30464256,0,256,1536,0,2304,2304,0,0,0,0,0,0,0,2
450,450,32368,216308,525568,256,77571840,0,256,0,0,0,0,0,0,0,0,0,0,0,1
451,451,44683,297338,243968,256,102658304,0,4864,7168,0,0,0,0,0,0,0,3328,40784,0,164
452,452,21738,146018,858368,256,230667776,0,256,6656,0,0,0,0,0,0,0,0,0,0,10
453,453,39048,260328,128768,0,28160512,6610,0,1024,256,0,0,256,1792,13568,0,0,0,1024,24
454,454,47304,315048,282368,256,51722496,0,256,2816,0,2560,2560,0,0,0,0,0,0,0,261
455,455,30823,206275,410368,256,54295808,0,256,1280,0,7936,256,0,0,0,317440,0,0,0,596
456,456,3399,22975,269568,256,77069056,0,768,7168,0,0,0,256,0,0,0,3328,27309,0,746
457,457,22725,152542,717568,256,153881600,0,256,6912,0,0,0,0,0,0,0,512,43005,0,18
458,458,11122,74264,359168,0,53271808,4284,0,1024,256,0,0,256,256,6400,0,0,0,1024,12
459,459,8282,55079,103168,256,27672064,0,256,2048,0,512,512,0,0,0,0,0,0,0,2
460,460,50618,337077,141568,256,28427520,0,256,512,0,3072,256,0,0,0,261120,0,0,0,2
461,461,44053,293026,218368,256,77839616,0,2816,7168,0,0,0,256,0,0,81152,3328,34379,0,433
462,462,18311,122884,13568,256,25862400,0,256,0,0,6400,256,0,0,0,307200,5888,35422,0,567
463,463,23324,156601,423168,0,54541824,6221,0,2304,256,0,0,256,2560,23040,0,0,0,256,39
464,464,9597,63985,346368,256,53017600,0,256,1024,0,3840,3840,0,0,0,0,0,0,0,2
465,465,28601,191347,243968,256,30482688,0,256,512,0,13056,256,0,0,0,326400,0,0,0,2
466,466,45243,300784,179968,256,153872128,0,4608,2816,0,0,0,0,0,0,0,3328,31735,0,60
467,467,24448,163824,807168,256,130059776,0,256,6912,0,0,0,0,0,0,0,256,38993,0,32
468,468,15366,102972,26368,0,26115328,5110,0,1536,256,0,0,256,1792,18432,0,0,0,768,31
469,469,13829,92644,704768,256,154393600,0,256,2560,0,768,768,0,0,0,46080,46080,31154,0,566
470,470,26106,175081,384768,256,54026240,0,256,2304,0,1280,256,0,0,0,184064,0,0,0,584
471,471,44025,292869,154368,256,52491264,0,3584,7168,0,0,0,256,0,0,46336,3328,32085,0,667
472,472,17632,118140,39168,256,26369280,0,256,256,0,15872,256,0,0,0,333312,2048,35224,0,246
473,473,4045,27094,13568,0,25873664,6139,0,4096,256,0,0,0,0,0,8704,0,0,256,0
474,474,9396,62572,154368,256,28684288,0,256,512,0,13056,13056,0,0,0,0,0,0,0,2
475,475,50889,338838,576768,256,129540608,0,256,6656,0,0,0,0,0,0,0,0,0,0,1
476,476,45450,302171,218368,256,153860096,0,6144,1024,0,0,0,0,0,0,0,3328,14063,0,56
477,477,20979,140914,384768,256,78361600,0,256,6656,0,0,0,0,0,0,0,0,0,0,50
478,478,40539,270580,115968,0,27911680,6833,0,1792,256,0,0,256,4352,8192,0,0,0,1792,15
479,479,10397,69229,371968,256,53515776,0,256,768,0,5376,5376,0,0,0,0,0,0,0,2
480,480,33917,226420,192768,256,29441280,0,256,1280,0,4608,256,0,0,0,285696,0,0,0,2
481,481,3404,22999,269568,256,77080320,0,1536,7168,0,1280,256,0,0,0,0,0,0,0,4
482,482,17854,119782,551168,256,384281600,0,256,2304,0,0,0,0,0,0,0,256,35224,0,3
483,483,44645,297050,115968,0,51968256,38617,0,6912,256,0,0,0,256,0,0,0,0,512,109
484,484,10817,72365,115968,256,27915776,0,256,2560,0,512,512,0,0,0,0,0,0,0,2
485,485,40029,266977,563968,256,128281600,0,256,2048,0,256,256,0,0,0,61696,0,0,0,2
486,486,43821,291484,167168,256,128258304,0,20736,7168,0,0,0,0,0,0,0,3328,40784,0,58
487,487,49656,330566,371968,256,128537600,0,256,6656,0,0,0,0,0,0,0,0,0,0,5
488,488,44019,292839,141568,0,52243200,5309,0,7168,256,0,0,0,512,0,0,0,0,512,117
489,489,54021,359430,346368,256,77081600,0,256,1280,0,2048,2048,0,0,0,7168,7168,24048,0,285
490,490,50935,339224,743168,256,205081600,0,256,6656,0,0,0,0,0,0,0,0,0,0,1
491,491,52420,348563,90368,256,27414528,0,1536,4608,0,5632,256,0,0,0,298496,13568,22650,0,602
492,492,49605,330252,231168,256,77593600,0,256,4352,0,0,0,256,0,0,0,1024,31302,0,568
493,493,32695,218323,103168,0,27655168,6608,0,2048,256,0,0,256,512,14592,0,0,0,1536,26
494,494,8581,57073,77568,256,27160320,0,256,768,0,9728,9728,0,0,0,0,0,0,0,2
495,495,34438,229683,679168,256,103680000,0,256,1536,0,2048,256,0,0,0,227328,0,0,0,2
496,496,855,5804,218368,256,77056256,0,1024,6912,0,0,0,256,0,0,0,3328,34882,0,249
497,497,48898,325704,307968,256,230912256,0,256,2304,0,0,0,0,0,0,0,1024,34882,0,4
498,498,14125,94625,192768,0,29464320,4749,0,768,256,0,0,256,1280,8960,0,0,0,256,16
499,499,9497,63270,243968,256,30475776,0,256,1792,0,4864,4864,0,0,0,0,0,0,0,2
500,500,33363,222722,871168,256,153881600,0,256,6400,0,0,0,0,0,0,0,0,0,0,101
501,501,35787,238675,154368,256,51728640,0,2560,4608,0,512,256,0,0,0,105472,52736,36922,0,932
502,502,49660,330592,384768,256,128793600,0,256,5888,0,0,0,0,0,0,0,512,31865,0,2
503,503,52591,349677,243968,0,51728128,8533,0,6912,256,0,0,0,256,0,0,0,0,768,2
504,504,38026,253471,307968,256,52482048,0,256,1280,0,6400,6400,0,0,0,12288,12288,30878,0,432
505,505,26672,178874,77568,256,27154688,0,256,1024,0,5888,256,0,0,0,300288,0,0,0,2
506,506,3044,20419,269568,256,77076224,0,2816,7168,0,0,0,0,0,0,0,3328,31302,0,269
507,507,23194,155792,320768,256,52493568,0,256,1536,0,2560,256,0,0,0,245760,11264,39787,0,592
508,508,37933,252768,205568,0,29709568,2453,0,1280,256,0,0,256,1280,30720,0,0,0,256,51
509,509,37744,251512,51968,256,26632448,0,256,768,0,5632,5632,0,0,0,0,0,0,0,2
510,510,33364,222726,871168,256,153881600,0,256,6656,0,0,0,0,0,0,0,0,0,0,173
511,511,1045,7069,218368,256,179480576,0,2560,4608,0,0,0,0,0,0,0,3328,26282,0,52
512,512,21537,144671,346368,256,53272064,0,256,1536,0,2048,256,0,0,0,200448,16640,23702,0,463
513,513,20766,139639,128768,0,28171008,3537,0,1024,256,0,0,256,3840,12288,0,0,0,512,21
514,514,16371,109742,179968,0,29186560,1237,0,1024,256,0,0,256,256,46336,0,0,0,512,76
515,515,35293,235373,819968,256,130073600,0,256,6656,0,0,0,0,0,0,0,0,0,0,1
516,516,3318,22396,115968,256,27926528,0,1792,6656,0,0,0,0,0,0,0,3328,22650,0,692
517,517,18222,122168,295168,256,52249600,0,256,2048,0,2304,256,0,0,0,237056,15360,28999,0,704
518,518,21243,142546,51968,0,26624768,2484,0,512,256,0,0,256,6400,11008,0,0,0,256,19
519,519,6548,43643,90368,256,27394304,0,256,512,0,7424,7424,0,0,0,0,0,0,0,2
520,520,35268,235252,794368,256,129543168,0,256,6656,0,512,256,0,0,0,105216,0,0,0,172
521,521,2444,16457,167168,256,77080576,0,2304,4864,0,0,0,0,0,0,0,3328,26282,0,396
522,522,19461,130704,832768,256,180761600,0,256,6144,0,0,0,0,0,0,0,768,31965,0,11
523,523,34259,228543,474368,0,55563008,4040,0,1280,256,0,0,256,3584,17408,0,0,0,1024,29
524,524,36111,240781,13568,256,25871360,0,256,0,0,8960,8960,0,0,0,0,0,0,0,1
525,525,26906,180402,51968,256,26646528,0,256,1280,0,2816,256,0,0,0,253440,0,0,0,2
526,526,45183,300451,39168,256,26381824,0,3328,7168,0,0,0,256,0,0,0,3328,51695,0,340
527,527,48976,326156,883968,256,819481600,0,256,2304,0,0,0,0,0,0,0,0,0,0,1
528,528,10444,69551,410368,0,54297600,0,0,2048,0,0,0,0,256,3328,285184,3328,34269,0,475
529,529,11517,76858,819968,256,129561600,0,256,1280,0,1536,1536,0,0,0,0,0,0,0,2
530,530,29742,198736,794368,256,231193600,0,256,6656,0,0,0,0,0,0,0,0,0,0,1
531,531,44688,297358,243968,256,102675200,0,3584,7168,0,0,0,0,0,0,0,3328,34709,0,164
532,532,49185,327385,167168,256,28928256,0,256,1024,0,8960,256,0,0,0,322560,5888,34882,0,589
533,533,31321,209450,167168,0,28933120,15640,0,1024,256,0,0,256,6912,8192,0,0,0,512,16
534,534,47915,319132,231168,0,30229760,7106,0,1536,256,0,0,256,256,9472,0,0,0,1280,17
535,535,26777,179562,333568,256,205078528,0,256,2304,0,0,0,0,0,0,0,0,0,0,1
536,536,35872,239260,307968,256,77834240,0,3328,7168,0,0,0,256,0,0,100608,3328,20273,0,771
537,537,48884,325596,167168,256,102681600,0,256,2304,0,0,0,0,0,0,0,256,31865,0,23
538,538,17523,117428,192768,0,29456128,6215,0,2048,256,0,0,256,2048,15360,0,0,0,256,27
539,539,13684,91666,410368,256,54297600,0,256,1280,0,5888,5888,0,0,0,13056,13056,33302,0,461
540,540,26823,179849,704768,256,563737600,0,256,2304,0,0,0,0,0,0,0,0,0,0,1
541,541,3411,23041,282368,256,77331968,0,4864,3072,0,1024,256,0,0,0,162560,40960,42799,0,695
542,542,21614,145159,487168,256,102935808,0,256,6656,0,0,0,0,0,0,0,0,0,0,9
543,543,48706,324434,218368,0,29976576,12826,0,1024,256,0,0,256,14336,4352,0,0,0,512,9
544,544,47515,316438,512768,256,78361600,0,256,1536,0,256,256,0,0,0,61696,61696,23702,0,673
545,545,50728,337883,256768,256,51734784,0,256,1280,0,1280,256,0,0,0,184320,0,0,0,2
546,546,1043,7062,218368,256,179460096,0,3584,7168,0,0,0,0,0,0,0,3328,14063,0,56
547,547,20995,140980,410368,256,102937600,0,256,6656,0,0,0,0,0,0,0,0,0,0,6
548,548,3499,23639,435968,0,103449600,0,0,0,0,0,0,0,0,3328,155392,3328,24092,0,271
549,549,46699,310818,384768,256,54016000,0,256,2048,0,5376,5376,0,0,0,0,0,0,0,2
550,550,50708,337725,243968,256,51460608,0,256,1536,0,3072,256,0,0,0,261120,0,0,0,2
551,551,3748,25244,154368,256,51733248,0,2048,4864,0,768,256,0,0,0,139008,46336,21135,0,869
552,552,22743,152718,755968,256,154649600,0,256,6656,0,0,0,0,0,0,0,256,31247,0,14
553,553,31305,209363,154368,0,28675840,4001,0,1024,256,0,0,256,3840,13568,0,0,0,512,23
