row_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16
15767,640768,256,102677248,0,256,1280,0,256,256,0,0,0,61696,61696,21135,0,433
15768,90368,0,27393792,4598,0,2560,256,0,0,256,3072,21760,0,0,0,2048,37
15769,474368,0,102937600,6487,0,2048,256,0,0,256,2816,21760,0,0,0,256,37
15770,128768,0,28173824,5958,0,1280,256,0,0,256,256,6144,0,0,0,512,11
15771,141568,0,28417280,7349,0,1536,256,0,0,256,1536,13056,0,0,0,512,23
15772,448768,0,55058688,4304,0,1280,256,0,0,256,3840,16640,0,0,0,1024,28
15773,218368,0,29977600,0,0,2048,0,0,0,0,1792,2048,244224,2048,41961,0,277
15774,487168,0,77056256,4657,0,1536,256,0,0,256,5376,14080,0,0,0,768,24
15775,295168,0,51980032,8995,0,512,256,0,0,256,8704,6912,0,0,0,512,558
15776,525568,0,358937600,0,0,0,0,0,0,0,0,3328,26624,3328,42358,0,68
15777,39168,0,26391296,6931,0,2048,256,0,0,256,1536,28416,0,0,0,256,48
15778,141568,0,28420608,2196,0,2560,256,0,0,256,256,33536,0,0,0,512,56
15779,90368,0,27404288,1295,0,1280,256,0,0,0,512,0,0,0,0,768,2
15780,896768,0,230681600,0,0,0,0,0,0,0,0,3328,93184,3328,40473,0,173
15781,141568,0,28441600,0,0,768,0,0,0,0,4096,3328,326144,3328,29004,0,501
15782,243968,256,77849600,0,256,4608,0,256,256,0,0,0,61440,33792,34709,0,779
15783,51968,0,26635008,10675,0,6912,256,0,0,0,6656,0,0,0,0,256,2
15784,115968,256,27907072,0,256,1024,0,3328,256,0,0,0,266240,20480,40384,0,662
15785,128768,0,28171264,8893,0,2560,256,0,0,256,2048,14592,0,0,0,1280,26
15786,141568,0,28422656,5372,0,1280,256,0,0,256,1536,28416,0,0,0,1280,48
15787,666368,0,103449600,9050,0,2304,256,0,0,256,1792,28416,0,0,0,256,451
15788,218368,0,29970176,15947,0,1024,256,0,0,256,256,7168,0,0,0,768,14
15789,154368,0,28679424,16670,0,768,256,0,0,256,4608,4096,0,0,0,768,9
15790,205568,0,29711104,7394,0,1024,256,0,0,256,1024,11776,0,0,0,512,34
15791,563968,0,129049600,0,0,0,0,0,0,0,0,3328,108032,3328,37240,0,197
15792,576768,256,180761600,0,256,6656,0,0,0,0,0,0,0,0,0,0,10
15793,141568,0,28421632,4392,0,1024,256,0,0,256,5632,12544,0,0,0,256,22
15794,167168,0,28930304,3811,0,6912,256,0,0,0,2816,0,0,0,0,768,2
15795,179968,0,29207040,15788,0,1792,256,0,0,256,256,11520,0,0,0,1792,21
15796,640768,0,102937600,9473,0,1024,256,0,0,256,256,36864,0,0,0,768,63
15797,218368,0,29967360,3883,0,1536,256,0,0,256,768,40960,0,0,0,1024,68
15798,141568,256,28418816,0,256,512,0,5120,256,0,0,0,291840,14592,29322,0,580
15799,487168,0,78085888,7656,0,1792,256,0,0,256,1792,16640,0,0,0,768,29
15800,282368,0,51984128,6068,0,1024,256,0,0,256,1792,13568,0,0,0,512,24
15801,26368,0,26135808,9231,0,1024,256,0,0,256,256,6656,0,0,0,1024,13
15802,26368,0,26120960,5837,0,768,256,0,0,256,3328,6144,0,0,0,256,11
15803,103168,0,27654400,6925,0,768,256,0,0,256,768,10240,0,0,0,512,18
15804,115968,0,27928064,2656,0,1792,256,0,0,256,256,20480,0,0,0,768,35
15805,77568,0,27147520,1866,0,1536,256,0,0,256,2560,11776,0,0,0,1536,20
15806,691968,0,154393600,0,0,0,0,0,0,0,0,3328,89856,3328,41977,0,175
15807,51968,0,26635008,10613,0,512,256,0,0,256,1792,5376,0,0,0,512,11
15808,39168,0,26373376,2754,0,1536,256,0,0,256,3584,17408,0,0,0,1536,29
15809,538368,0,78099968,1305,0,1280,256,0,0,256,1024,15872,0,0,0,256,27
15810,243968,0,30475776,8830,0,1792,256,0,0,256,1792,9472,0,0,0,1024,17
15811,77568,0,27143680,25815,0,1536,256,0,0,256,6400,7168,0,0,0,256,17
15812,154368,0,28672256,9733,0,1280,256,0,0,256,256,8448,0,0,0,1024,15
15813,13568,0,25859072,7366,0,768,256,0,0,256,5376,10752,0,0,0,768,18
15814,384768,0,54026496,5848,0,1280,256,0,0,256,256,10240,0,0,0,768,18
15815,231168,0,30226688,5190,0,768,256,0,0,256,6400,9216,0,0,0,768,16
15816,179968,0,29208320,8663,0,1536,256,0,0,256,6912,11008,0,0,0,768,19
15817,167168,0,28942592,1387,0,768,256,0,0,256,4352,9984,0,0,0,512,17
15818,128768,0,28176640,10350,0,2816,256,0,0,256,1280,18432,0,0,0,256,32
15819,410368,0,54542848,4495,0,2304,256,0,0,256,256,20480,0,0,0,512,35
15820,26368,0,26130688,10771,0,6912,256,0,0,256,17408,4352,0,0,0,3840,9
15821,77568,256,27152640,0,256,1792,0,3328,3328,0,0,0,20480,20480,36922,0,542
15822,115968,0,27929344,1172,0,1792,256,0,0,256,2048,26368,0,0,0,1024,44
15823,256768,0,30721792,12021,0,1792,256,0,0,256,2816,15360,0,0,0,1536,27
15824,384768,0,54026496,3522,0,1024,256,0,0,256,5888,8192,0,0,0,512,15
15825,167168,0,28953600,5584,0,512,256,0,0,0,10496,0,0,0,0,1280,33
15826,704768,0,154393600,0,0,0,0,0,0,0,0,3328,96512,3328,23314,0,163
15827,167168,0,28929536,6259,0,256,256,0,0,256,24320,3328,0,0,0,256,7
15828,307968,256,128281600,0,256,1024,0,0,0,0,0,0,0,3328,22655,0,65
15829,154368,0,28677120,3333,0,2304,256,0,0,256,768,28416,0,0,0,1024,47
15830,423168,0,179481600,0,0,0,0,0,0,0,0,3328,29952,3328,29441,0,58
15831,359168,0,77593600,2735,0,2048,256,0,0,256,768,46336,0,0,0,1024,76
15832,26368,0,26137088,8509,0,7168,256,0,0,256,2304,0,61696,0,0,256,2
15833,269568,0,51466496,16754,0,512,256,0,0,256,256,4352,0,0,0,512,9
15834,243968,256,30475776,0,256,1280,0,3072,256,0,0,0,261120,10240,25756,0,571
15835,474368,0,333081600,0,0,0,0,0,0,0,0,3328,29952,3328,32519,0,59
15836,243968,0,30481920,13449,0,768,256,0,0,256,17664,4608,0,0,0,768,9
15837,461568,0,77081600,8570,0,1280,256,0,0,256,3840,14592,0,0,0,768,54
15838,90368,0,27396096,4637,0,1280,256,0,0,256,8960,7424,0,0,0,768,13
15839,115968,0,27907584,14205,0,256,256,0,0,256,14848,3328,0,0,0,256,7
15840,26368,0,26137600,0,0,0,0,0,0,0,3584,3328,329472,3328,24111,0,499
15841,51968,0,26643200,8670,0,256,256,0,0,256,22784,3328,0,0,0,256,7
15842,128768,0,28164864,10226,0,1280,256,0,0,256,5632,6912,0,0,0,768,13
15843,141568,0,28429824,12503,0,1792,256,0,0,256,512,9984,0,0,0,256,19
15844,26368,0,26125824,28550,0,4864,256,0,0,0,6656,0,0,0,0,256,2
15845,448768,256,153881600,0,256,2304,0,0,0,0,0,0,0,3328,24723,0,56
15846,448768,0,77337600,3028,0,1024,256,0,0,256,256,26368,0,0,0,256,44
15847,128768,0,28168960,5061,0,2816,256,0,0,256,256,23040,0,0,0,2560,39
15848,231168,0,30233600,0,0,1024,0,0,0,0,256,3328,313600,3328,38135,0,498
15849,205568,256,77837824,0,1536,7168,0,0,0,0,0,0,0,3328,51695,0,530
15850,333568,0,52738048,6256,0,256,256,0,0,256,256,3584,0,0,0,256,7
15851,243968,0,30483456,5475,0,1280,256,0,0,256,1536,8704,0,0,0,1024,16
15852,179968,0,29185280,3376,0,1792,256,0,0,256,1792,18432,0,0,0,1792,31
15853,346368,0,52993280,2270,0,1024,256,0,0,256,256,6656,0,0,0,512,12
15854,371968,0,53780224,9682,0,2304,256,0,0,256,1792,19456,0,0,0,1536,34
15855,218368,0,29954304,12223,0,2304,256,0,0,256,2816,19456,0,0,0,1280,34
15856,781568,0,257305600,0,0,0,0,0,0,0,0,3328,83200,3328,33607,0,151
15857,717568,256,130073600,0,256,6656,0,0,0,0,0,0,0,768,23702,0,12
15858,154368,0,28683008,3547,0,2048,256,0,0,256,3072,20480,0,0,0,1536,34
15859,64768,256,26885120,0,256,1280,0,4352,256,0,0,0,282880,0,0,0,2
15860,243968,0,30484480,9453,0,1536,256,0,0,256,1792,21760,0,0,0,256,37
15861,243968,0,30478848,2636,0,1024,256,0,0,256,2048,26368,0,0,0,1024,44
15862,243968,0,30464256,4686,0,1536,256,0,0,256,256,5120,0,0,0,1024,10
15863,371968,0,53778688,4020,0,2560,256,0,0,256,5888,12288,0,0,0,2560,21
15864,64768,0,26887424,3712,0,1792,256,0,0,256,1280,12288,0,0,0,1792,21
15865,256000,256,52249600,0,256,3072,0,256,256,0,0,0,54528,54528,39787,0,224
15866,39168,256,26374144,0,256,1280,0,2048,2048,0,0,0,0,0,0,0,18
15867,26368,0,26136576,13551,0,2048,256,0,0,256,1536,15872,0,0,0,2048,29
15868,410368,0,358937600,0,0,0,0,0,0,0,0,3328,23296,3328,24048,0,56
15869,333568,0,52992256,7122,0,2048,256,0,0,256,2048,24576,0,0,0,256,42
15870,231168,0,30209280,2888,0,2048,256,0,0,256,256,20480,0,0,0,2048,35
15871,487168,0,77081600,0,0,1280,0,0,0,0,4608,512,271104,512,38246,0,18
15872,691968,256,128537600,0,256,1536,0,1024,1024,0,0,0,0,0,0,0,2
15873,832768,0,154896384,2286,0,2048,256,0,0,256,256,21760,0,0,0,256,36
15874,615168,0,102681600,10610,0,768,256,0,0,256,256,9728,0,0,0,256,18
15875,90368,0,27406336,4600,0,2304,256,0,0,256,768,21760,0,0,0,2048,37
15876,346368,0,78617600,0,0,0,0,0,0,0,0,3328,155392,3328,24362,0,270
15877,640768,0,129305600,0,0,0,0,0,0,0,0,3328,96512,3328,23178,0,163
15878,64000,0,26886912,1317,0,1792,256,0,0,256,1536,21760,0,0,0,1280,35
15879,167168,256,51979264,0,3072,6912,0,0,0,256,0,0,46080,3328,32085,0,755
15880,77568,0,27161600,1528,0,768,256,0,0,256,1280,0,0,0,0,512,39
15881,768768,0,128537600,2408,0,6656,256,0,0,256,256,61696,0,0,0,1280,260
15882,26368,0,26120704,14059,0,6912,256,0,0,0,5376,0,0,0,0,768,2
15883,167168,0,28942080,2350,0,768,256,0,0,256,256,9728,0,0,0,512,434
15884,435968,0,54809600,9022,0,1024,256,0,0,256,256,16640,0,0,0,1024,29
15885,90368,0,27402496,14841,0,2816,256,0,0,256,5376,8192,0,0,0,1280,16
15886,154368,0,28696576,14538,0,1792,256,0,0,256,5376,10496,0,0,0,512,20
15887,205568,0,29721600,2898,0,1280,256,0,0,256,5632,11008,0,0,0,256,19
15888,103168,0,27667968,9801,0,768,256,0,0,256,256,5632,0,0,0,768,11
15889,320768,0,52483584,2469,0,1024,256,0,0,256,1280,36864,0,0,0,512,61
15890,589568,256,512525824,0,256,2304,0,0,0,0,0,0,0,0,0,0,2
15891,39168,0,26374400,14580,0,1024,256,0,0,256,9984,7680,0,0,0,1024,15
15892,115968,0,27929600,6829,0,2304,256,0,0,256,1792,23040,0,0,0,2048,39
15893,141568,0,28422400,3060,0,3584,256,0,0,256,768,40960,0,0,0,2048,68
15894,487168,0,78105600,2463,0,2560,256,0,0,256,256,52736,0,0,0,1024,309
15895,13568,0,25856256,9530,0,1792,256,0,0,256,4096,15360,0,0,0,768,26
15896,231168,256,77844224,0,2048,7168,0,0,0,0,0,0,0,3328,31302,0,162
15897,205568,0,29713920,2965,0,1280,256,0,0,256,256,5632,0,0,0,768,11
15898,13568,0,25869824,9411,0,2304,256,0,0,256,256,15872,0,0,0,768,26
15899,39168,0,26383360,18010,0,512,256,0,0,256,14848,3584,0,0,0,256,8
15900,410368,0,78604288,2198,0,2304,256,0,0,256,1280,36864,0,0,0,1280,61
15901,768768,256,129297664,0,256,2560,0,256,256,0,0,0,61696,0,0,0,2
15902,282368,0,51733248,4001,0,2048,256,0,0,256,768,26368,0,0,0,2048,44
15903,13568,0,25866496,1017,0,1024,256,0,0,256,256,8448,0,0,0,256,14
15904,26368,0,26125568,4932,0,1536,256,0,0,256,2560,21760,0,0,0,256,37
15905,51968,0,26635264,12112,0,0,256,0,0,0,768,0,2048,0,0,256,1
15906,525568,0,410137600,0,0,0,0,0,0,0,0,3328,29952,3328,39912,0,65
15907,295168,256,77581568,0,3328,7168,0,0,0,0,0,0,0,3328,39787,0,325
15908,167168,0,28933120,11166,0,1536,256,0,0,256,2560,8704,0,0,0,1536,591
15909,320768,0,53785600,3327,0,1536,256,0,0,256,768,28416,0,0,0,512,47
15910,115968,0,27904256,4754,0,1280,256,0,0,256,512,8192,0,0,0,1280,15
15911,64768,0,26897152,19069,0,1536,256,0,0,256,1024,14592,0,0,0,512,28
15912,269568,0,51737600,0,0,1280,0,0,0,0,256,1536,231168,1536,21268,0,214
15913,256768,0,30736384,6048,0,1024,256,0,0,256,9472,8192,0,0,0,768,15
15914,346368,0,53259776,1479,0,1792,256,0,0,256,2304,17408,0,0,0,1024,29
15915,883968,256,257049600,0,256,6400,0,0,0,0,0,0,0,0,0,0,1
15916,640768,0,104473600,4496,0,2048,256,0,0,256,256,40960,0,0,0,256,68
15917,51968,0,26625280,9756,0,1536,256,0,0,256,256,6912,0,0,0,256,13
15918,167168,0,28945664,5643,0,1536,256,0,0,256,7680,8448,0,0,0,512,15
15919,218368,0,29964032,6159,0,512,256,0,0,256,14592,4096,0,0,0,256,8
15920,26368,0,26132224,2470,0,1536,256,0,0,256,256,18432,0,0,0,512,31
15921,167168,0,28935424,5112,0,1024,256,0,0,256,256,8704,0,0,0,768,16
15922,218368,0,29964288,11754,0,512,256,0,0,256,14080,5120,0,0,0,512,10
15923,551168,0,486937600,0,0,0,0,0,0,0,0,3328,23296,3328,34826,0,55
15924,269568,0,51476480,5766,0,1024,256,0,0,256,4864,6400,0,4864,40622,256,12
15925,538368,0,79385600,3124,0,1280,256,0,0,256,256,14592,0,0,0,1024,25
15926,192768,256,77081600,0,256,1280,0,0,0,0,0,0,0,3328,26700,0,44
15927,307968,0,52231168,3567,0,1792,256,0,0,256,256,16640,0,0,0,1280,28
15928,179968,0,29203712,12544,0,1024,256,0,0,256,256,6912,0,0,0,512,13
15929,320768,0,52743424,5970,0,768,256,0,0,256,256,16640,0,0,0,768,29
15930,64000,0,26894080,2435,0,1792,256,0,0,256,1280,20480,0,0,0,768,33
15931,103168,0,27658496,2602,0,768,256,0,0,256,1792,4608,0,0,0,768,9
15932,371968,0,53523968,4784,0,1024,256,0,0,256,256,18432,0,0,0,1024,31
15933,346368,0,307481600,0,0,0,0,0,0,0,0,3328,23296,3328,34826,0,55
15934,359168,0,307481600,0,0,0,0,0,0,0,0,3328,19968,3328,46416,0,63
15935,755968,0,129561600,7146,0,2048,256,0,0,256,256,24576,0,0,0,256,87
15936,39168,0,26390528,3069,0,5632,256,0,0,256,768,23040,0,0,0,1280,416
15937,128768,0,28172800,9485,0,2048,256,0,0,256,7168,10752,0,0,0,2048,19
15938,730368,256,104985600,0,256,1024,0,3584,3584,0,0,0,0,0,0,0,2
15939,141568,0,28434176,5668,0,1792,256,0,0,256,3328,18432,0,0,0,512,109
15940,141568,0,28434688,11084,0,1536,256,0,0,256,2304,16640,0,0,0,768,29
15941,423168,0,358937600,0,0,0,0,0,0,0,0,3328,26624,3328,22650,0,56
15942,205568,0,29721088,8521,0,1792,256,0,0,256,10240,5120,0,0,0,512,10
15943,77568,0,27153152,3422,0,1792,256,0,0,256,256,33536,0,0,0,512,56
15944,13568,0,25874688,13010,0,3328,256,0,0,256,256,4608,0,0,0,1792,9
15945,243968,0,30487040,11038,0,1024,256,0,0,256,256,6912,0,0,0,512,13
15946,499968,256,78361600,0,256,0,0,0,0,0,0,0,0,3328,43641,0,304
15947,179968,0,29206528,15365,0,1024,256,0,0,256,256,8704,0,0,0,256,216
15948,128768,0,28179200,5824,0,512,256,0,0,256,8704,7936,0,0,0,512,14
15949,154368,0,28683008,8389,0,1536,256,0,0,256,256,7424,0,0,0,1280,14
15950,51968,0,26629120,11798,0,6912,256,0,0,0,6912,0,0,0,0,1024,387
15951,218368,0,29970944,6931,0,1024,256,0,0,256,5376,10752,0,2304,34255,1024,19
15952,39168,0,26369280,4998,0,1024,256,0,0,256,12032,4864,0,0,0,256,9
15953,294400,0,52485376,2592,0,3072,256,0,0,0,256,0,0,0,0,2816,0
15954,397568,0,54028544,5400,0,1280,256,0,0,256,256,15360,0,0,0,768,26
15955,563968,256,153861376,0,256,2304,0,0,0,0,0,0,0,3328,32519,0,59
15956,346368,0,53253120,7146,0,1024,256,0,0,256,7424,7680,0,0,0,512,14
15957,435968,0,103449600,0,0,0,0,0,0,0,0,3328,136192,3328,37208,0,272
15958,115968,0,27911424,8171,0,512,256,0,0,256,14336,4608,0,0,0,256,9
15959,627968,0,563737600,0,0,0,0,0,0,0,0,3328,19968,3328,46416,0,63
15960,768768,0,129817600,11259,0,2048,256,0,0,256,256,20480,0,0,0,512,36
15961,243968,256,30487808,0,256,1536,0,7936,7936,0,0,0,0,0,0,0,2
15962,140800,256,28432896,0,256,1280,0,6912,256,0,0,0,311040,11520,33249,0,615
15963,269568,0,51737600,10580,0,1280,256,0,0,256,5376,6912,0,0,0,256,13
15964,448768,0,102681600,13188,0,1536,256,0,0,256,1536,30720,0,0,0,768,54
15965,640768,0,103193600,1512,0,2304,256,0,0,256,256,46336,0,0,0,1792,76
15966,154368,0,28692736,2003,0,1280,256,0,0,256,6912,10752,0,0,0,1280,19
15967,461568,0,435481600,0,0,0,0,0,0,0,0,3328,23296,3328,24048,0,56
15968,679168,256,129049600,0,256,6656,0,0,0,0,0,0,0,3328,23318,0,406
15969,256768,0,51717120,5727,0,1536,256,0,0,256,4096,8960,0,0,0,1024,16
15970,141568,0,28428032,8666,0,2048,256,0,0,256,1536,13568,0,0,0,256,24
15971,743168,256,205849600,0,256,6400,0,0,0,0,0,0,0,512,38481,0,5
15972,64768,0,26887168,14571,0,256,256,0,0,256,22528,3328,0,0,0,256,7
15973,320768,0,52743168,7249,0,1024,256,0,0,256,256,7680,0,0,0,768,14
15974,26368,0,26129152,18639,0,1024,256,0,0,256,768,12288,0,0,0,768,24
15975,141568,0,28441600,6737,0,3072,256,0,0,0,512,0,0,0,0,2560,49
15976,487168,0,55826688,2879,0,1536,256,0,0,256,2304,11776,0,0,0,256,20
15977,192768,0,29448960,10363,0,768,256,0,0,256,1536,9728,0,0,0,256,18
15978,640768,256,206105600,0,256,6656,0,0,0,0,0,0,0,0,0,0,2
15979,103168,0,27660288,2912,0,1024,256,0,0,256,4096,6400,0,0,0,1024,12
15980,589568,0,78873600,932,0,2304,256,0,0,256,768,26368,0,0,0,2304,44
15981,39168,0,26387456,6576,0,1024,256,0,0,256,3072,12544,0,0,0,256,22
15982,205568,0,29712384,4542,0,1024,256,0,0,256,1280,36864,0,0,0,1024,61
15983,371968,0,53525248,2306,0,1280,256,0,0,256,2304,21760,0,0,0,1024,36
15984,141568,0,28439296,12002,0,512,256,0,0,256,4352,5888,0,0,0,512,11
15985,218368,0,29957376,2523,0,1280,256,0,0,256,256,19456,0,0,0,1280,33
15986,128768,0,28174848,20921,0,1024,256,0,0,256,2304,8960,0,0,0,512,18
15987,666368,0,358937600,0,0,0,0,0,0,0,0,3328,29952,3328,40473,0,66
15988,103168,0,27659776,9135,0,4608,256,0,0,256,512,0,40960,0,0,256,433
15989,231168,0,30220800,7626,0,1280,256,0,0,256,4864,12288,0,0,0,768,21
15990,51968,0,26645504,8065,0,1280,256,0,0,256,2048,11776,0,0,0,768,21
15991,243968,0,30469888,6049,0,2048,256,0,0,256,256,23040,0,0,0,1024,39
15992,26368,0,26126336,11061,0,1024,256,0,0,256,3584,17408,0,0,0,768,30
15993,167168,0,28951040,11983,0,1024,256,0,0,256,1024,10240,0,0,0,1024,19
15994,141568,0,28418816,13064,0,768,256,0,0,256,5120,14592,0,0,0,256,26
15995,141568,0,28424960,13065,0,1792,256,0,0,256,3584,11008,0,0,0,256,20
15996,103168,0,27672576,14152,0,1792,256,0,0,256,768,9472,0,0,0,256,34
15997,691968,256,205593600,0,256,6400,0,0,0,0,0,0,0,0,0,0,1
15998,192768,0,29462272,8753,0,1536,256,0,0,256,256,12544,0,0,0,1536,22
15999,474368,0,77849600,9374,0,1536,256,0,0,256,768,40960,0,0,0,768,69
16000,77568,0,27154688,6198,0,1536,256,0,0,256,256,13056,0,0,0,1536,298
16001,115200,0,27918848,7191,0,1280,256,0,0,256,5376,7168,0,0,0,512,12
16002,154368,0,28697600,3158,0,2304,256,0,0,256,1024,33536,0,0,0,512,56
16003,346368,0,53005824,6221,0,1024,256,0,0,256,6400,9216,0,0,0,256,16
16004,26368,0,26117888,5194,0,768,256,0,0,256,6912,8192,0,0,0,512,15
16005,256768,0,51468288,7650,0,768,256,0,0,256,768,10752,0,7168,36584,512,19
16006,269568,0,51733760,6870,0,1024,256,0,0,256,3328,9216,0,0,0,768,16
16007,90368,0,27410688,4632,0,768,256,0,0,256,8704,5888,0,0,0,256,11
16008,269568,0,51737600,3056,0,3072,256,0,0,0,768,0,0,0,0,1536,27
16009,64768,0,26898688,9355,0,2304,256,0,0,256,6144,3840,0,0,0,768,8
16010,154368,0,28676864,8241,0,1536,256,0,0,256,4864,11776,0,0,0,1280,21
16011,883968,256,154393600,0,256,6912,0,0,0,0,0,0,0,0,0,0,1
16012,51968,0,26649088,13869,0,7168,256,0,0,0,4608,0,0,0,0,512,281
16013,13568,0,25867008,3880,0,1024,256,0,0,256,256,11520,0,0,0,1024,19
16014,282368,0,51984128,3735,0,1024,256,0,0,256,512,13568,0,0,0,512,23
16015,423168,0,54806784,9521,0,1536,256,0,0,256,256,7424,0,0,0,768,14
16016,128768,0,28171264,9000,0,1536,256,0,0,256,256,13056,0,0,0,1280,23
16017,51968,0,26624512,16914,0,1024,256,0,0,256,2048,4608,0,0,0,768,10
16018,154368,0,28692480,9684,0,1280,256,0,0,256,256,10240,0,0,0,256,19
16019,154368,0,28693504,8743,0,1024,256,0,0,256,3584,13056,0,0,0,512,23
16020,51968,256,26644736,0,256,1280,0,4608,256,0,0,0,285696,15872,44620,0,685
16021,653568,0,103185920,2965,0,2304,256,0,0,256,1024,26368,0,0,0,2048,44
16022,39168,0,26386688,8137,0,7168,256,0,0,0,7424,0,0,0,0,768,206
16023,51968,0,26644224,2512,0,7168,256,0,0,256,1024,0,122880,0,0,256,34
16024,794368,0,512537600,0,0,0,0,0,0,0,0,3328,29952,3328,35224,0,61
16025,154368,0,28693248,4159,0,1024,256,0,0,256,512,40960,0,0,0,256,68
16026,128768,0,28167680,2332,0,1792,256,0,0,256,1024,33536,0,0,0,1280,56
16027,397568,0,54027776,4334,0,1536,256,0,0,256,1280,24576,0,0,0,512,41
16028,141568,0,28426240,4076,0,768,256,0,0,256,5632,13056,0,0,0,256,22
16029,218368,256,179736576,0,4096,7168,0,0,0,0,0,0,0,3328,26282,0,52
16030,128768,0,28176128,3744,0,1024,256,0,0,256,1536,24576,0,0,0,768,41
16031,141568,0,28434688,4304,0,768,256,0,0,256,14080,5120,0,0,0,512,10
16032,397568,0,54031616,5329,0,1024,256,0,0,256,2304,18432,0,0,0,768,31
16033,333568,0,52736000,9683,0,2304,256,0,0,256,256,33536,0,0,0,1024,57
16034,269568,0,51467776,6722,0,2048,256,0,0,256,256,15872,0,0,0,1792,27
16035,218368,0,29954304,6198,0,1024,256,0,0,256,8192,5632,0,0,0,768,11
16036,307968,0,52484608,13625,0,1280,256,0,0,256,3328,13056,0,0,0,1280,24
16037,167168,256,28938496,0,256,1536,0,1536,1536,0,0,0,201216,33536,27444,0,640
16038,13568,0,25875968,3396,0,1024,256,0,0,256,256,7680,0,0,0,768,13
16039,154368,256,28685568,0,256,2048,0,4352,256,0,0,0,282624,8960,36159,0,598
16040,77568,0,27137280,8352,0,768,256,0,0,256,9216,8192,0,0,0,256,15
16041,115968,0,27914496,16994,0,1024,256,0,0,256,256,7424,0,0,0,512,15
16042,397568,0,102681600,0,0,0,0,0,0,0,0,3328,156416,3328,32447,0,269
16043,499968,0,179481600,0,0,0,0,0,0,0,0,3328,89600,3328,24111,0,164
16044,512768,256,102937600,0,256,6144,0,0,0,0,0,0,0,256,37534,0,13
16045,13568,0,25858560,11018,0,1280,256,0,0,256,1280,9984,0,0,0,1024,17
16046,26368,0,26127360,5585,0,1280,256,0,0,256,2816,21760,0,0,0,1280,37
16047,423168,256,78352640,0,256,2048,0,512,256,0,0,0,105472,0,0,0,2
16048,64768,0,26889472,6729,0,1280,256,0,0,256,256,14592,0,0,0,768,25
16049,602368,0,79891712,11239,0,1024,256,0,0,256,1536,24576,0,0,0,512,43
16050,218368,0,29969408,3699,0,1280,256,0,0,256,512,40960,0,0,0,512,68
16051,410368,0,154137600,0,0,0,0,0,0,0,0,3328,89856,3328,35117,0,163
16052,243968,256,205073664,0,1792,5376,0,0,0,0,0,0,0,3328,24048,0,57
16053,474368,0,77336576,7903,0,2048,256,0,0,256,256,33536,0,0,0,1792,57
16054,115968,0,27920896,8126,0,768,256,0,0,256,768,13056,0,0,0,512,23
16055,13568,0,25881088,3934,0,1792,256,0,0,256,1792,21760,0,0,0,256,35
16056,205568,0,29713920,5535,0,1280,256,0,0,256,256,5632,0,0,0,768,11
16057,26368,256,26126080,0,256,768,0,512,256,0,0,0,105472,52736,34560,0,700
16058,218368,0,29971968,12521,0,512,256,0,0,256,4864,5632,0,0,0,256,584
16059,896768,0,206361600,0,0,0,0,0,0,0,0,3328,96512,3328,31993,0,167
16060,13568,0,25864192,3418,0,1024,256,0,0,256,1024,10240,0,0,0,1024,17
16061,179968,0,29184768,2262,0,1280,256,0,0,256,256,15872,0,0,0,1280,27
16062,64768,0,26880512,12415,0,512,256,0,0,256,256,4864,0,0,0,256,10
16063,243968,0,30486528,6072,0,512,256,0,0,256,6912,6144,0,0,0,512,11
16064,64768,0,26884352,7717,0,1024,256,0,0,256,4352,13568,0,0,0,768,24
16065,243968,0,30467328,1076,0,1536,256,0,0,256,256,36864,0,0,0,1280,99
16066,512768,0,179993600,0,0,0,0,0,0,0,0,3328,89856,3328,32085,0,162
16067,167168,0,28940800,4762,0,2048,256,0,0,256,512,19456,0,0,0,512,33
16068,115968,0,27924992,1848,0,1280,256,0,0,256,1536,33536,0,0,0,1024,55
16069,845568,0,129285888,3910,0,2304,256,0,0,256,512,46336,0,0,0,2048,76
16070,13568,0,25878528,13207,0,6912,256,0,0,256,24576,3584,0,0,0,512,6
16071,538368,0,128537600,0,0,0,0,0,0,0,0,3328,155392,3328,20202,0,270
16072,256768,0,30729728,4237,0,1024,256,0,0,256,3328,16640,0,0,0,256,28
16073,128768,0,28161280,1875,0,512,256,0,0,256,256,5632,0,0,0,256,11
16074,230400,0,51737600,6012,0,1280,256,0,0,0,0,0,0,0,0,1024,19
16075,218368,0,29961984,5861,0,1024,256,0,0,256,256,5632,0,0,0,768,11
16076,115968,0,27909888,3280,0,1024,256,0,0,256,256,9216,0,0,0,1024,16
16077,256768,0,51467520,8510,0,768,256,0,0,256,4864,8192,0,3328,25202,768,15
16078,26368,0,26122496,1592,0,5120,256,0,0,256,512,52736,0,0,0,2816,87
16079,90368,0,27405056,5641,0,2816,256,0,0,256,1536,16640,0,0,0,2048,29
16080,13568,0,25867008,1939,0,2048,256,0,0,256,2560,11520,0,0,0,256,19
16081,883968,256,231185664,0,256,6656,0,0,0,0,0,0,0,0,0,0,7
16082,90368,0,27410688,5190,0,1280,256,0,0,256,256,12288,0,0,0,1280,21
16083,295168,0,51974912,7049,0,768,256,0,0,256,256,8192,0,0,0,512,15
16084,448768,0,55321600,0,0,0,0,0,0,0,4096,3328,254720,3328,37492,0,397
